MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
0.6288061274626128,1.6947692488868873,40.57283001291324,13.558758261266016,0.9078856891382677,1.0,0.365
