MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
24.788841088354282,57.58776871829642,21.981439509434963,19.7901036360045,0.24011156186612576,0.8790874524714829,0.268
