MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
266.1888659566823,390.5146954655226,14.585055025622434,12.958765542167875,0.6340527080307118,1.0,0.249
