MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,training_time(s),memory_usage_mb(MB),early_stopped,final_epoch,Threshold_Accuracy
0.0957,0.1306,16.1996,13.9293,0.4583,1.6366,60.4844,1,41,1.0000
