MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,training_time(s),memory_usage_mb(MB),early_stopped,final_epoch,Threshold_Accuracy
5.7066,7.7053,448.5716,72.7549,0.7868,1582.6547,15.3906,1,25,1.0000
