MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
1761.6450016008373,2082.2354199827096,205.39443258286502,61.25920538053106,0.4053941908713693,1.0,3.848
