MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
12.530794441621323,16.376332109754568,1117.984532286364,93.22758540630869,0.5115377210594351,1.0,16.464
