MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
21.05202474016089,23.615777411295028,2030.7380665373892,108.66131638074334,0.0019803069475768744,1.0,41.97
