MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
1721.045721618464,1971.3176799062564,176.61495984979075,62.15038310292073,0.1866182572614108,1.0,227.344
