MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
52.56548579982355,91.38418853241726,58.80957470117537,47.42493397413598,0.3411049163710086,0.7938196555217831,6.514
