MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
0.16646974639658757,0.18834391914150864,25.895531799025523,25.568821990808694,0.029288702928870293,1.0,1.053
