MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
1.0008796783399567,1.4089455918507248,70.29758838445056,52.04653482765637,0.47196870925684486,1.0,38.552
