MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
0.40345068982497473,0.5955313539263295,25.86789668906786,21.5545935906925,0.587467362924282,1.0,0.074
