MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
0.0528022551714641,0.10149466538955308,10.760244369727808,9.13960222712588,0.6779661016949152,1.0,0.187
