Dataset,MAE,RMSE,MAPE
air_quality,1.0270040509890683,1.4621232022864679,65.06603891395439
energy,83.96376175302608,120.0264614685616,91.26112852303187
gait,11.98551499888196,16.145038341419564,1012.2254935412865
metro,1769.350038940795,2092.826929096893,206.30447477068316
productivity,0.14913241442749972,0.17736388745194698,24.81375293854186
