MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
12.022364719570229,16.157831296422497,994.342557337918,92.78690054600395,0.5115377210594351,1.0,1745501998.843
