MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
1740.5801667328485,2019.5575199979264,191.37173657924603,61.68721311183455,0.4054979253112033,1.0,1745502087.936
