MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
0.14802613810365897,0.17729616327424144,24.81969251839035,22.64709952055151,0.4602510460251046,1.0,0.092
