MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
46.15327146151186,85.3233094607471,45.858274690660686,40.67073583961396,0.3677141409021794,0.6845705599189258,1.15
