MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds
1.0174792530064638,1.4275336883051497,69.81772734149997,53.41086462386213,0.47131681877444587,1.0,0.477
