MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds,MEMORY_MB,EARLY_STOPPING
0.23425883054733276,0.39002595744803126,560.0953,56.23649,0.8009866976294022,1.0,3744.346,370.83,Yes
