MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds,MEMORY_MB,EARLY_STOPPING
0.5055360198020935,0.6744899208851275,177.74869,101.06775,0.6200275427896911,1.0,105.675,584.47,Yes
