MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds,MEMORY_MB,EARLY_STOPPING
0.5676375031471252,0.7590631606066528,651.5132,110.6386,0.4982020268061458,1.0,8.547,421.52,Yes
