MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds,MEMORY_MB,EARLY_STOPPING
0.46086665987968445,0.6471928750721644,203.01678,78.056076,0.6112617410671056,1.0,1543.677,411.16,Yes
