MAE,RMSE,MAPE,sMAPE,Directional_Accuracy,Threshold_Accuracy(>100),Runtime_Seconds,MEMORY_MB,EARLY_STOPPING
0.38443198800086975,0.765654738490926,192.10434,100.54203,0.36276148130464625,1.0,205.504,611.09,Yes
